site_code,site_name,latitude,longitude,start_date,end_date,duration_years,total_rows,missing_sea_level,pct_missing_sea_level,max_sea_level,min_sea_level,mean_sea_level,p95_sea_level,p99_sea_level,missing_total_precip,pct_missing_total_precip,max_total_precip_mm,mean_total_precip_mm,p95_total_precip_mm,p99_total_precip_mm,missing_ground_precip,pct_missing_ground_precip,max_ground_precip,mean_ground_precip,p95_ground_precip,p99_ground_precip,max_wind_speed,mean_wind_speed,p95_wind_speed,p99_wind_speed,sea_level_exceedances,precip_exceedances,joint_exceedances,CPR
773A,Clearwater_Bch_FL,27.977,-82.832,1996-01-01 00:00:00,2018-12-31 22:00:00,22.99794661190965,201623,6304,3.1266274184988814,2.334,-0.202,1.02536003665798,1.47,1.62,0,0.0,160.6851667164619,1.3137696241002206,7.349202781915615,22.337190976107845,7189.0,3.565565436482941,69.9,0.13866144810064085,0.0,3.6,29.056015574384038,5.047344234696806,9.273863033402696,11.493120668562755,9706,10082,1170,2.4106766100502153
9444900,Port_Townsend,48.1129,-122.7595,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,2605,0.732303142578438,4.56,-0.256,2.5597064074172664,3.648,3.892,0,0.0,66.8926396510869,2.0293334356504635,9.784039854969247,19.360189258958222,231534.0,65.08755309549177,14.0,0.09880025444268195,0.5,2.0,14.951436418333248,2.974665519072434,7.023833319315225,9.239807433688146,17602,17787,2815,3.1983832859065453
S22_T,BiscayneBay_S22_T,25.66944444,-80.28361111,1983-12-14 12:00:00,2020-12-31 22:00:00,37.04859685147159,324779,10062,3.098106712564544,2.1578,-0.5767,0.2737604196786319,0.6858,0.8443,0,0.0,155.4850663562774,1.1886944099460164,5.893786548528981,16.27101629972425,12681.0,3.9045012146721305,101.9,0.18513736070080547,0.3,4.8,30.784092277987796,4.105219660318841,7.33505043711897,8.922616952142196,15647,16239,1659,2.120527758582275
752A,Fort_Pulaski_GA,32.033,-80.902,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,1591,0.4776415136822828,4.881,-0.174,2.25353419264926,3.407,3.653,0,0.0,155.7005494831855,1.5945392305195183,9.007481485605188,24.114724099636035,8751.0,2.627178432579294,71.9,0.1331250154157314,0.3,3.6,21.517545324106706,4.512012825656988,7.987358989404671,9.916744988153999,16545,16655,1155,1.3961712455291686
8771013,Eagle_Point,29.48,-94.918306,1993-08-01 00:00:00,2021-08-31 22:00:00,28.082135523613964,246191,5274,2.1422391557774247,4.758,0.3,1.557207664880436,1.959,2.148,0,0.0,192.5908803938796,1.5166527827213057,8.164748549461299,26.0730990767474,108896.0,44.232323683644,72.4,0.1304737972977894,0.3,3.3,24.11439912199958,3.9436433595981293,7.11203297475519,8.566070901090754,11974,12310,1998,3.337108671821712
8761955,Carrollton,29.9329,-90.135472,1996-09-24 00:00:00,2021-08-31 22:00:00,24.933607118412045,218591,2281,1.0435013335407222,11.525,-0.233,3.154366834521227,9.963,10.83,0,0.0,205.2781283837248,1.574601139586089,9.074774384496049,25.950842401636027,10541.0,4.822247942504495,85.9,0.1715448209565009,0.3,4.6,24.84787093597472,3.382857053574979,6.380293505005378,7.994789879776186,6449,10930,394,1.22184456067928
8760721,Pilottown,29.178306,-89.258306,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,6843,1.9196512479276013,3.416,0.652,1.8302164232258062,2.282,2.393,0,0.0,181.5529018640518,1.807410653565796,10.02307981252665,29.079413613879932,267363.0,75.00273514535544,74.6,0.27903555236342414,0.9,7.4,36.78278761512024,5.738386851720976,10.587409475644176,12.791601163896704,4832,17824,461,1.9080644089337095
8454000,Providence,41.807098,-71.401199,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,5408,1.5170939571521946,4.136,0.198,1.7810591774126008,2.585,2.82,0,0.0,115.4301643370558,1.5871043400514648,9.9635563790432,24.25183900186301,17860.0,5.010225235713424,53.8,0.13546695175289641,0.5,3.6,13.169138012504451,2.6303756750320626,4.854831816068213,6.097756341587616,17442,17824,1519,1.7417287581956675
9431647,Port_Orford,42.738972,-124.49828,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,15166,4.254483534424961,10.366,6.061,8.234216317927707,9.267,9.559,0,0.0,119.1932320593878,2.5473714464861654,15.46664722263805,31.81241203822646,47558.0,13.34133772452738,33.3,0.11429658188551471,0.8,2.5,19.31240496392756,4.441849073582753,8.458134949047526,11.297890291646098,16004,17824,2512,3.1391359408801303
8534720,Atlantic_City,39.356667,-74.418053,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,8807,2.475774962260385,4.218,0.586,2.226553263522785,2.999,3.23,0,0.0,107.1986567733347,1.6104636471197828,10.128669738742193,24.156057238578686,9590.0,2.6958875767091053,84.6,0.12593770674617272,0.5,3.3,19.028524880108627,4.643177289735613,8.549630509216861,10.630498018653551,17193,17787,2040,2.3729720830247243
8518643,Randalls_Island,40.8,-73.9283,1981-04-30 19:00:00,2014-08-09 23:00:00,33.275838466803556,291701,3112,1.0668458455747494,3.425,0.936,2.046460225629158,2.8463999999999996,3.03788,0,0.0,121.1604102986712,1.5951942110963022,9.9418118595053,24.6328383684044,10626.0,3.642771193790902,73.2,0.1266651249666459,0.5,3.3,14.737657165737383,2.9963702688229823,5.604681174388283,7.1578408433723695,173,14585,19,2.1965393220130744
742A,Woods_Hole_MA,41.523,-70.672,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,7459,2.239301100286705,2.865,0.074,1.127456414524193,1.536,1.705,0,0.0,110.9930574893951,1.8261090588831872,11.60431641408192,27.157045602798433,226925.0,68.12621024032183,37.1,0.13171611566355843,0.5,3.3,25.604136086152078,6.960802012248255,12.443205822130821,15.109474125431886,16166,16655,2083,2.5769748028122965
9443090,Neah_Bay,48.370278,-124.601944,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,2961,0.8323798868233223,4.197,-0.578,1.9054993536792098,3.034,3.3773499999999768,0,0.0,99.9135673046112,3.081255117250306,16.733334958553286,32.41387596722453,22487.0,6.321420639985158,30.0,0.30016804705317485,1.8,4.8,19.905414084153467,3.893475295363742,8.47302022734512,10.939457606157111,17626,17787,3056,3.4674779563513884
576A,Humboldt_Bay_CA,40.767,-124.217,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,4777,1.4341253996607575,7.434,3.566,5.5988604919620615,6.557,6.821,0,0.0,104.2284881251589,1.7410700349674106,11.002768874106975,25.72540542482776,213094.0,63.97394136807818,20.8,0.15939867167773603,1.0,3.3,14.083102023424459,3.646758727928504,7.391108128617922,9.322910579978215,16373,16655,2177,2.6592161755640236
556A,Crescent_City_CA,41.745,-124.183,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,4186,1.2566985394557109,4.407,0.195,2.2442138463830426,3.217,3.487,0,0.0,143.010014295573,2.689509999070702,17.317729890282795,37.66102218619372,217526.0,65.30449271228929,23.6,0.19245039759797178,1.3,4.1,19.680439275363728,3.7595885793821804,7.974021562571513,10.260502440840982,16436,16655,2330,2.835197159306233
9414863,Richmond,37.923,-122.409583,1996-01-01 00:00:00,2021-08-31 22:00:00,25.66461327857632,224999,5562,2.4720109867154965,6.181,2.768,4.542456661297692,5.383,5.596,0,0.0,75.40012125372179,0.7197368408532736,4.337587493070581,15.960665762422622,81296.0,36.13171614096063,32.3,0.06638553126935416,0.3,2.0,11.846031898746716,2.942583261618211,5.6334142376845735,7.114071211520901,10810,11250,1411,2.6105341885085824
8721604,Trident_Pier,28.415833,-80.593056,1994-10-21 10:00:00,2021-08-31 22:00:00,26.861054072553046,235477,4105,1.7432700433587995,7.75,4.909,6.098458573206783,6.765,6.972,0,0.0,152.3757159709475,1.2512297581488359,6.204559206961519,18.73236191270708,88097.0,37.412146409203444,76.2,0.15391097842312387,0.3,3.8,28.859260502755696,5.375687849137212,9.634470610986146,11.796251267413972,11524,11774,1121,1.945480247366122
1310521,Hudson_Bay_At_Freeport_Ny,40.627603,-73.575406,1999-10-15 19:00:00,2021-04-07 03:00:00,21.475701574264203,188265,852,0.4525535813879373,3.0724,-1.1704,0.36326584014982954,1.0912,1.2893,0,0.0,131.2432885169414,1.738217147206267,10.9475046396205,25.7448256015777,13491.0,7.165962871484344,61.2,0.13132330895899846,0.5,3.3,20.445759789053593,4.5181551809743485,8.326874078297088,10.392001694563845,9178,9411,1139,2.482615633717668
8638610,Sewells_Point,36.946701,-76.330002,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,1792,0.5027056899439225,3.74,0.457,1.7986161261309523,2.327,2.536,0,0.0,143.4533476828505,1.5693762093653352,9.449657052755299,23.615487743154485,12814.0,3.5946823163735617,102.4,0.12986204267627313,0.3,3.3,21.594341151251484,3.922021471304407,7.18638198179349,9.007553564516392,17673,17824,2349,2.658225196774924
9449424,Cherry_Point,48.8633,-122.758,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,3835,1.0758238398074458,5.819,0.668,3.5426484759220958,4.72,4.988,0,0.0,82.6412439346313,2.282261939719227,12.59953975677415,23.41274321069015,205213.0,57.56793680271326,22.6,0.11507887186132305,0.8,2.3,12.208258867352425,2.620941043893384,5.572676681690373,7.491712214301836,17575,17824,2817,3.2056089668284935
740A,Eastport_ME,44.903,-66.985,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,6190,1.8583287050240922,8.826,0.328,4.4437346905064175,7.324,7.844,0,0.0,97.6063251495311,1.6812611552894385,10.377201437950076,24.31339967250203,326646.0,98.0639156997253,31.6,0.9359900759807722,3.0,4.751999999999953,12.510199552362993,3.289353588964894,6.119153741779622,7.7353418305775286,16336,16655,911,1.1153113680555822
9063020,Buffalo_Ny,42.877444,-78.890472,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,144,0.04047718098921733,176.825,172.911,174.35900900419557,174.93,175.136,0,0.0,84.8055183887481,1.6170129843544678,8.860599611224925,19.596374779939612,34200.0,9.613330484939116,62.2,0.12238210451678713,0.5,2.8,15.914030399150267,4.016754040044009,7.677122811569758,9.624343843934088,17605,17788,1608,1.8267332239656602
8575512,Annapolis,38.98328,-76.4816,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,6835,1.9174070260974945,3.57,0.349,1.6400588864175736,2.005,2.161,0,0.0,148.3799442189592,1.5708733238786072,9.60421362877985,24.33604687449242,14743.0,4.135820305158063,78.7,0.12655006320816556,0.5,3.3,12.753128653874471,3.1420784842875404,5.884657198604188,7.402050631258446,17431,17824,2626,3.0129467061562147
8447930,Woods_Hole,41.523613,-70.671112,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,7152,2.0063343161154763,2.865,0.074,1.1341483071026526,1.545,1.7152700000000187,0,0.0,110.9930574893951,1.8340323639023646,11.63843585524655,27.231777012274968,228460.0,64.08936491327485,35.8,0.12967088765809187,0.5,3.3,25.604136086152078,6.961736508975179,12.45263253390127,15.128624234069834,17217,17824,2206,2.5625187958771907
8720226,Southbank_Riverwalk,30.320499,-81.659058,1997-04-01 00:00:00,2021-08-31 22:00:00,24.416153319644078,214055,18898,8.828572095956646,1.685,-0.938,-0.019904125224196968,0.399,0.58,0,0.0,147.8154689073108,1.143266579615897,6.464892029754289,18.62285191665936,120014.0,56.06689869426083,59.2,0.17430907795535985,0.5,4.3,15.463692559208408,2.3708440403680644,4.41265740629522,5.63240076029646,5811,10703,505,1.7380423481046339
8747437,Bay_Waveland_Yacht_Club,30.325,-89.325,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,27826,7.805964580568967,4.02,-0.338,1.0428966887521136,1.463,1.665,0,0.0,177.26723849773398,1.9248492156996606,10.8356960117816,31.10876873656699,262562.0,73.65592151956261,71.1,0.22181686526318029,0.5,5.6,22.826418865845916,3.083811845908288,5.54319625181707,6.909238924161754,12670,17824,2006,3.1664551772731073
9412110,Port_San_Luis,35.168806,-120.754194,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,2946,0.8264346889368279,3.743,0.582,2.1579624411286336,2.941,3.173,0,0.0,97.2871780394371,0.6078547627389439,2.4280344210864495,16.50198906649492,104666.0,29.361715258744752,27.4,0.036286014971902855,0.0,1.0,12.935882067868132,2.6030111285375273,5.103379418667684,6.588698219243351,17531,17824,1520,1.734027294250851
584A,Port_Angeles_WA,48.125,-123.44,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,82050,24.632612317807233,4.438,-0.13,2.538128259873728,3.46,3.716,0,0.0,80.5230677127042,2.0731568835402636,10.726784616690487,23.620911002157,231569.0,69.52040709107011,31.8,0.08405728581841104,0.5,2.0,16.5195038383804,2.929646339937936,6.3158442062642814,8.186584949923894,12492,16655,2968,4.751769850807189
8573927,Chesapeake_City,39.526667,-75.81,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,16839,4.723806424646044,2.996,-0.015,1.5043080206912234,2.09,2.243,0,0.0,124.124757899608,1.5090895582123585,9.3774837517912,23.442173010835102,98242.0,27.55960512916899,60.2,0.126404857703821,0.5,3.3,13.017172406315495,2.929976402230335,5.547956989730188,7.042418596668544,8744,17824,989,2.2620654868647554
9087068,Kewaunee_Lake_Michigan_Wi,44.463972,-87.501028,1981-01-01 00:00:00,2021-08-02 04:00:00,40.58316221765914,355757,24821,6.976953369856391,177.686,175.425,176.51124331276037,177.264,177.449,0,0.0,116.3294166326522,1.3242512925008998,7.858976721763566,18.817435118112297,324125.0,91.10853756918345,253.7,0.3351416287303996,1.5,5.3,17.430164742092938,5.093240036040785,9.174071999045818,11.172998987748217,16367,17788,1528,1.8671560028214425
9052000,Cape_Vincent_Ny,44.13028,-76.332,1981-01-01 00:00:00,2021-07-02 03:00:00,40.498288843258045,355012,13027,3.669453426926414,75.983,74.005,74.81641559003884,75.291,75.688,0,0.0,109.50618982315059,1.6381746874155336,9.2645052204147,20.250603795000416,223635.0,62.993645285229796,33.0,0.13552372180823125,0.8,2.8,13.966371516841601,3.6969842751791,6.848356825972471,8.456256109147464,17083,17748,1096,1.2833349633392475
769A,Rockport_TX,28.022,-97.047,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,8294,2.489980335940197,2.888,1.17,1.9771582661383433,2.275,2.419,0,0.0,125.8230626582417,1.1677005601840922,5.833612680419205,20.05780652165403,11095.0,3.3308815803299354,96.8,0.08776273291925468,0.0,2.0,18.001246354647435,5.044713453203218,8.460460003228775,9.940737565766252,16144,16655,2489,3.0834522285024693
8311030,Ogdensburg_Ny,44.701668,-75.494,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,1240,0.34855350296270476,75.626,73.496,74.49362398876215,74.923,75.261,0,0.0,112.4173402786254,1.4785497563299181,8.411205314961125,18.967309594154308,342092.0,96.15916527057871,25.9,0.09541129976580796,0.4,2.4,8.955563108504858,2.3169204506606738,4.25584864250413,5.296010754864656,17636,17788,1249,1.4164050315545766
S25_T,Miami_S25_T,25.78305556,-80.24,1981-01-01 00:00:00,2020-12-31 22:00:00,39.997262149212865,350639,13505,3.851539617669455,1.6504,-0.4041,0.3104395053598866,0.7254,0.8778,0,0.0,171.3096439838395,1.4064233119671843,6.653704768581226,17.371626078988726,12681.0,3.616540088238901,101.9,0.18393380242515342,0.3,4.8,31.97174197289672,4.808863745364303,8.402493713898238,10.14154591424799,16825,17532,1825,2.1693846005724535
8720030,Fernandina_Beach,30.671389,-81.465833,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,10973,3.078230767720235,3.759,-0.686,1.5413869760855974,2.567,2.799,0,0.0,142.7191823720477,1.2952896058578243,7.28936968047825,19.918111534559483,73375.0,20.583722098010778,106.4,0.18840534659620775,0.3,4.8,19.94351431411258,3.388198162453471,6.064948514930592,7.5938469896294905,16877,17824,1274,1.5097088765807822
S46_T,S46_T_Loxahatchee_SouthwestFork,26.93472222,-80.14138889,1995-12-26 11:00:00,2017-12-31 22:00:00,22.015058179329227,192996,3926,2.034239051586561,2.7481,-0.5121,0.2660961686147988,0.8849099999999976,1.5953619999999995,0,0.0,131.6840797662735,1.233498081456492,6.089968234295575,16.628660857668123,10628.0,5.506849882899127,80.0,0.16128980961572204,0.3,4.3,27.125478592097124,3.981048967852794,7.133121740695222,8.678838305309915,9454,9650,593,1.2544694517549388
1407081,Raritan_Bay_At_Keansburg_Nj,40.449167,-74.1475,2000-10-30 00:00:00,2021-01-29 13:00:00,20.249144421629023,177518,36955,20.817607228562736,2.1732,-1.8197,0.018683343411850913,0.887,1.14,0,0.0,92.0565307139327,1.6565682981691325,10.536730587443715,24.6685690569208,12754.0,7.1846235311348705,61.2,0.13217571799664976,0.5,3.3,17.921401880230743,3.53260092348481,6.592632133313494,8.29973036227904,6934,8876,899,2.5929906880985505
9099044,Ontonagon_Mi,46.874443,-89.324165,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,6232,1.751762443922239,184.052,182.772,183.4119975709822,183.797,183.895,0,0.0,75.1693695783615,1.3774225403203055,7.302731275558376,17.580991093291228,234926.0,66.0357098685616,56.9,0.09723909625093105,0.5,2.0,13.72183727591448,3.7518378382305575,6.959632303600518,8.670596072148333,17160,17788,1530,1.7831967335565266
592A,South_Beach_OR,44.625,-124.043,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,2854,0.8568126210240322,5.09,0.427,2.813022974131013,3.994,4.311,0,0.0,108.5511624812056,2.6780206586256363,15.02099692469295,29.91401964424956,324000.0,97.26954772662454,25.9,1.1064431006047277,3.6,5.6,20.046230904288716,4.595707803995324,8.870549173572984,11.78055583053553,16502,16655,2745,3.3268195323685736
RRI,Rough_and_Ready_Island,37.963,-121.365,2000-08-28 17:00:00,2021-01-01 06:00:00,20.34223134839151,178334,1958,1.0979398207857167,2.9352,-1.4995,1.0852440530457663,1.8776,2.0848,0,0.0,59.2722684141335,0.633922528264335,3.748963978105687,14.532469540764165,16655.0,9.339217423486268,26.4,0.03956048713809462,0.0,1.3,10.064454564637717,2.1499049828897334,4.33993424462113,5.621505964275255,8802,8917,952,2.1630719638509266
9087079,Green_Bay_Wi,44.541111,-88.007222,1981-01-01 00:00:00,2020-10-27 19:00:00,39.81930184804928,349076,5481,1.5701451832838695,178.096,174.795,176.49648721314338,177.269,177.472,0,0.0,107.8375726938247,1.2073677569942738,7.245934009475224,18.11185752606455,16545.0,4.73965554778902,45.7,0.08604460937476507,0.3,2.0,12.400618403959086,3.1806247054478614,5.797102876632064,7.229231604859937,17168,17454,1648,1.9198288863892639
8461490,New_London,41.361401,-72.089996,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,5621,1.5768463633787884,3.48,0.273,1.5794067778252816,2.082,2.253,0,0.0,116.1127835511592,1.713916107185194,10.58674007617805,26.2935310602188,221486.0,62.13296453287926,52.6,0.11881542393599288,0.3,3.0,16.649701042837005,3.2169147091215198,5.816278705568237,7.268395439921367,17421,17824,2422,2.7804820068991623
9413450,Monterey,36.605,-121.888054,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,1679,0.471006056593664,3.453,0.296,1.9039083942140747,2.679,2.907,0,0.0,61.3912680189514,0.7752790551130603,4.3984558433294,16.39266073696591,350659.0,98.36957284042741,7.0,0.029525120440467997,0.0,0.9,18.09791610420838,3.2380027957593644,6.978081914248007,9.489194809847092,17716,17824,1811,2.044427949807921
9447130,Seattle,47.601944,-122.339167,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,1500,0.42079159314502446,6.829,0.966,4.459319676818669,5.882,6.142,0,0.0,79.4618682672876,1.7024350786317102,9.0507060289368,19.597916134921345,19981.0,5.605224548420488,17.5,0.11678296531843443,0.8,2.3,12.803979793501272,2.3468216360122764,5.023575705437352,6.624767111197624,17689,17822,2296,2.5961893671565583
8519483,Bergen_Point_West_Reach,40.6391,-74.146306,1981-09-17 23:00:00,2021-08-31 22:00:00,39.950718685831625,350232,17045,4.86677402407547,5.685,0.267,2.1793869271521173,3.065,3.288,0,0.0,123.6953213351625,1.5907383073660635,9.877023296746694,24.20199534296644,16068.0,4.587816076200918,66.8,0.13662004285320972,0.5,3.6,16.092901315326557,3.25264774305031,6.121744021470812,7.811493033421454,16449,17512,1954,2.375774050395562
14246900,Columbia_River_At_Port_Westward_Near_Quincy_Or,46.181221,-123.183454,1991-02-22 08:00:00,2021-05-02 00:00:00,30.187542778918548,264641,16,0.006045926368174244,4.5232,-0.3018,1.4245110027397265,2.4841,2.8743,0,0.0,88.6809983394414,2.073403981034115,11.3017559051513,23.625460266964566,143473.0,54.21419961381645,12.4,0.1285355869536511,0.8,2.5,8.17386196266483,1.620299027974667,3.1079863702249777,4.075738558982391,13128,13232,1776,2.7056775000055264
8658120,Wilmington,34.2275,-77.953611,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,4327,1.2138434823590136,3.499,0.189,1.5177971511654331,2.244,2.417,0,0.0,194.6189045906017,1.8509216301244364,10.88272412380315,27.238554358439124,206300.0,57.87287044387902,82.8,0.17246205991835972,0.4,4.3,22.494062775175088,3.3042250162297235,5.950484669073505,7.550302245704013,17569,17824,1284,1.4616285309740011
9014070,Algonac_Mi,42.621113,-82.526665,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,4686,1.3171949313574471,176.326,174.545,175.38441286358676,175.976,176.152,0,0.0,81.3587605953216,1.5452926962028364,9.19977203011505,21.280835270789638,346685.0,97.45021868921395,25.2,0.4402601697718002,2.0,5.229999999999928,16.081845894998388,4.416874242671528,8.05777993174686,9.942875875552023,17427,17788,1003,1.1510744508342545
8772440,Freeport,28.9483,-95.3083,1981-01-01 00:00:00,2008-03-19 13:00:00,27.211498973305954,238550,3310,1.3875497799203522,3.318,0.11,1.5141003799737536,1.887,2.048,0,0.0,170.5489337443282,1.6067820800938062,8.462826311532003,27.607541024668286,210524.0,88.25151959756865,52.8,0.24507956897166913,0.8,6.825,17.43818903317116,4.548967109401319,7.792783787541712,9.253881870525035,11593,11928,1352,2.3323442191433195
9087044,Calumet_Harbor_Il,41.729721,-87.53833,1981-01-01 00:00:00,2021-08-02 04:00:00,40.58316221765914,355757,2977,0.8368071464510888,177.837,175.138,176.517544577357,177.275,177.474,0,0.0,82.6064795255661,1.6929845280890898,10.144416093808621,23.622126340818244,21058.0,5.919208898208609,77.2,0.10673440912581153,0.3,2.5,18.32289695941223,5.432521425102786,9.68043002228921,11.792913857104983,17585,17788,1414,1.6081752359751686
